country,date,sales,n_items,n_orders,day_of_week
France,2011-10-28,8990.460000000005,5246,3,4
France,2011-10-30,214.73999999999995,209,1,6
France,2011-10-31,485.31999999999994,416,2,0
France,2011-11-01,1854.8100000000002,1032,3,1
France,2011-11-02,633.44,291,1,2
France,2011-11-03,1653.9800000000005,1037,3,3
France,2011-11-04,461.90999999999985,338,2,4
France,2011-11-07,288.6699999999999,292,1,0
France,2011-11-08,1388.7700000000002,870,2,1
France,2011-11-09,1068.8200000000002,499,2,2
France,2011-11-10,2128.0299999999997,1347,7,3
France,2011-11-11,2358.9100000000008,1836,6,4
France,2011-11-13,123.08000000000001,69,1,6
France,2011-11-14,1666.4199999999998,894,3,0
France,2011-11-15,809.22,481,2,1
France,2011-11-16,1575.2799999999997,687,2,2
France,2011-11-17,3264.0200000000004,1611,4,3
France,2011-11-18,1072.68,550,3,4
France,2011-11-20,838.7099999999998,298,2,6
France,2011-11-21,397.7200000000001,271,1,0
France,2011-11-22,943.6299999999997,361,2,1
France,2011-11-23,348.38000000000005,219,2,2
France,2011-11-24,2241.8700000000013,959,2,3
France,2011-11-25,1260.31,828,3,4
France,2011-11-28,1227.34,907,3,0
France,2011-11-29,1339.12,645,2,1
France,2011-11-30,2813.5900000000006,1567,5,2
France,2011-12-01,931.3899999999999,492,2,3
France,2011-12-02,1579.2499999999998,800,3,4
France,2011-12-04,1031.8899999999999,542,3,6
France,2011-12-05,797.4799999999999,477,2,0
France,2011-12-06,1403.9399999999998,787,4,1
France,2011-12-07,1117.62,561,2,2
France,2011-12-08,165.9,21,1,3
France,2011-12-09,249.44999999999996,105,1,4
Germany,2010-12-01,261.48,157,1,2
Germany,2010-12-02,155.35,148,1,3
Germany,2010-12-03,555.5300000000001,170,3,4
Germany,2010-12-05,2476.6900000000005,1361,4,6
Germany,2010-12-06,196.44,89,1,0
Germany,2010-12-07,596.8,155,1,1
Germany,2010-12-08,522.7,139,1,2
Germany,2010-12-09,919.0899999999999,396,3,3
Germany,2010-12-10,2360.41,1096,2,4
Germany,2010-12-13,12.45,2,1,0
Germany,2010-12-17,4690.820000000001,1658,8,4
Germany,2010-12-19,469.87,337,1,6
Germany,2010-12-20,631.96,234,1,0
Germany,2010-12-23,1391.5499999999997,935,2,3
Germany,2011-01-07,3976.1299999999974,2658,4,4
Germany,2011-01-10,682.3299999999999,635,2,0
Germany,2011-01-11,144.26,87,1,1
Germany,2011-01-12,250.65000000000003,97,1,2
Germany,2011-01-13,753.4499999999999,100,1,3
Germany,2011-01-14,534.02,248,3,4
Germany,2011-01-17,1316.9000000000005,583,2,0
Germany,2011-01-18,132.52,113,1,1
Germany,2011-01-19,63.0,37,1,2
Germany,2011-01-24,2364.7799999999993,1203,3,0
Germany,2011-01-25,2416.8400000000006,1145,3,1
Germany,2011-01-26,1175.76,692,2,2
Germany,2011-01-27,767.99,410,3,3
Germany,2011-01-31,2332.21,1069,4,0
Germany,2011-02-01,314.15000000000003,61,1,1
Germany,2011-02-02,75.60000000000001,36,1,2
Germany,2011-02-03,1712.0400000000004,469,3,3
Germany,2011-02-09,168.9,160,1,2
Germany,2011-02-10,351.94999999999993,228,2,3
Germany,2011-02-11,2355.9500000000003,639,1,4
Germany,2011-02-14,802.4899999999999,459,2,0
Germany,2011-02-17,540.5799999999999,380,2,3
Germany,2011-02-18,152.4,108,1,4
Germany,2011-02-21,1418.2899999999997,791,2,0
Germany,2011-02-23,388.29999999999995,201,1,2
Germany,2011-02-25,1300.4000000000003,713,2,4
Germany,2011-03-01,762.5,384,1,1
Germany,2011-03-03,725.28,536,2,3
Germany,2011-03-07,817.56,358,3,0
Germany,2011-03-08,884.6299999999998,437,3,1
Germany,2011-03-11,987.4200000000006,618,1,4
Germany,2011-03-16,300.70000000000005,50,1,2
Germany,2011-03-17,1363.1999999999996,763,2,3
Germany,2011-03-18,2390.929999999999,1252,5,4
Germany,2011-03-20,363.93000000000006,114,2,6
Germany,2011-03-22,1319.9799999999998,976,3,1
Germany,2011-03-25,2651.340000000001,1134,3,4
Germany,2011-03-28,1089.5400000000002,850,3,0
Germany,2011-03-30,418.70000000000005,174,1,2
Germany,2011-03-31,316.97999999999996,93,2,3
Germany,2011-04-01,348.68,115,1,4
Germany,2011-04-04,674.2900000000001,390,2,0
Germany,2011-04-07,415.7,238,1,3
Germany,2011-04-08,1672.0100000000004,845,2,4
Germany,2011-04-11,630.3199999999997,464,2,0
Germany,2011-04-14,3440.3099999999995,1208,6,3
Germany,2011-04-18,222.75,1,1,0
Germany,2011-04-19,2614.599999999999,1503,3,1
Germany,2011-04-20,417.6000000000001,232,1,2
Germany,2011-04-21,382.6,215,2,3
Germany,2011-04-27,1209.8,468,1,2
Germany,2011-04-28,286.88000000000005,85,1,3
Germany,2011-05-01,1094.33,647,1,6
Germany,2011-05-04,822.74,506,4,2
Germany,2011-05-05,440.38,69,2,3
Germany,2011-05-06,246.07999999999996,224,1,4
Germany,2011-05-09,667.11,380,1,0
Germany,2011-05-10,797.0500000000001,313,2,1
Germany,2011-05-11,375.0,204,1,2
Germany,2011-05-12,12165.250000000002,5825,6,3
Germany,2011-05-13,881.1999999999997,324,2,4
Germany,2011-05-17,760.2799999999999,530,1,1
Germany,2011-05-19,2081.12,1270,6,3
Germany,2011-05-22,1703.8100000000004,968,2,6
Germany,2011-05-23,1021.6500000000001,451,4,0
Germany,2011-05-24,293.25,121,1,1
Germany,2011-05-26,1027.5300000000002,533,5,3
Germany,2011-05-27,716.73,342,1,4
Germany,2011-05-29,582.7299999999999,258,1,6
Germany,2011-05-31,74.96,32,1,1
Germany,2011-06-01,672.1899999999999,557,1,2
Germany,2011-06-02,1992.210000000001,1073,2,3
Germany,2011-06-03,68.1,23,1,4
Germany,2011-06-05,1002.6299999999999,529,2,6
Germany,2011-06-06,512.8,295,1,0
Germany,2011-06-09,475.14,117,2,3
Germany,2011-06-10,627.4000000000001,92,1,4
Germany,2011-06-12,583.2,345,1,6
Germany,2011-06-13,2557.6400000000003,1309,3,0
Germany,2011-06-16,683.3499999999999,471,2,3
Germany,2011-06-20,1965.7400000000002,1357,1,0
Germany,2011-06-21,427.75999999999993,272,1,1
Germany,2011-06-23,276.93000000000006,145,1,3
Germany,2011-06-24,185.64,73,1,4
Germany,2011-06-26,44.25,15,1,6
Germany,2011-06-30,1199.12,797,3,3
Germany,2011-07-01,71.4,61,1,4
Germany,2011-07-04,1418.1,865,3,0
Germany,2011-07-07,1224.8599999999997,589,3,3
Germany,2011-07-08,1001.6899999999997,559,2,4
Germany,2011-07-12,558.9599999999998,569,3,1
Germany,2011-07-13,281.71,94,1,2
Germany,2011-07-14,1563.2799999999997,1081,2,3
Germany,2011-07-15,1337.11,416,2,4
Germany,2011-07-17,345.23,107,1,6
Germany,2011-07-19,2447.9,1422,5,1
Germany,2011-07-20,947.9699999999998,463,2,2
Germany,2011-07-21,1905.629999999999,826,2,3
Germany,2011-07-22,768.0199999999999,426,1,4
Germany,2011-07-24,612.1000000000001,472,1,6
Germany,2011-07-25,1131.1799999999998,742,2,0
Germany,2011-07-27,440.70000000000005,227,1,2
Germany,2011-07-28,385.14,177,1,3
Germany,2011-08-01,1089.18,651,1,0
Germany,2011-08-02,1135.2700000000002,726,3,1
Germany,2011-08-03,221.04000000000002,187,1,2
Germany,2011-08-04,1287.9799999999998,590,2,3
Germany,2011-08-05,1079.5500000000002,555,2,4
Germany,2011-08-07,107.4,60,1,6
Germany,2011-08-08,416.6500000000001,273,1,0
Germany,2011-08-09,102.97999999999999,35,1,1
Germany,2011-08-15,378.12,462,1,0
Germany,2011-08-16,115.30000000000001,22,1,1
Germany,2011-08-17,748.0599999999998,372,2,2
Germany,2011-08-19,882.6300000000003,325,3,4
Germany,2011-08-21,324.83,187,1,6
Germany,2011-08-22,2269.3700000000003,1063,3,0
Germany,2011-08-23,487.17,365,2,1
Germany,2011-08-24,1709.4300000000003,1333,7,2
Germany,2011-08-25,620.1500000000001,399,2,3
Germany,2011-08-26,405.13,260,2,4
Germany,2011-08-30,403.8300000000001,133,1,1
Germany,2011-08-31,5436.7,1643,2,2
Germany,2011-09-02,465.68,314,1,4
Germany,2011-09-04,2390.7099999999996,1608,5,6
Germany,2011-09-06,1002.4400000000002,676,4,1
Germany,2011-09-08,1253.38,666,3,3
Germany,2011-09-11,1653.8900000000003,1052,3,6
Germany,2011-09-13,199.8,213,1,1
Germany,2011-09-14,351.65000000000003,265,1,2
Germany,2011-09-16,1256.9999999999998,483,3,4
Germany,2011-09-19,2172.4899999999993,1659,4,0
Germany,2011-09-20,138.48,104,1,1
Germany,2011-09-21,1049.0400000000002,772,2,2
Germany,2011-09-22,708.23,333,3,3
Germany,2011-09-23,2569.5000000000005,1712,4,4
Germany,2011-09-26,704.0400000000001,262,1,0
Germany,2011-09-27,417.20000000000005,210,1,1
Germany,2011-09-28,367.36999999999995,165,1,2
Germany,2011-09-29,1108.38,485,2,3
Germany,2011-09-30,281.94000000000005,177,1,4
Germany,2011-10-05,4178.919999999999,2151,4,2
Germany,2011-10-06,3954.530000000002,2475,8,3
Germany,2011-10-07,2866.85,2053,5,4
Germany,2011-10-10,282.58000000000004,114,1,0
Germany,2011-10-11,962.9899999999998,567,2,1
Germany,2011-10-12,1232.91,773,4,2
Germany,2011-10-13,2129.1100000000006,954,2,3
Germany,2011-10-14,2541.7799999999997,496,3,4
Germany,2011-10-17,3512.869999999999,2798,4,0
Germany,2011-10-18,1315.2700000000002,725,3,1
Germany,2011-10-19,2618.6099999999997,1923,5,2
Germany,2011-10-20,1118.0500000000002,711,3,3
Germany,2011-10-21,1347.0500000000004,270,2,4
Germany,2011-10-25,1097.1599999999999,428,2,1
Germany,2011-10-26,119.74000000000001,24,2,2
Germany,2011-10-27,485.64000000000004,247,2,3
Germany,2011-10-28,1088.83,536,2,4
Germany,2011-10-31,785.5300000000001,495,4,0
Germany,2011-11-02,171.23,64,1,2
Germany,2011-11-03,817.9699999999999,417,2,3
Germany,2011-11-06,1184.0499999999995,887,3,6
Germany,2011-11-07,548.85,277,2,0
Germany,2011-11-09,449.4,87,1,2
Germany,2011-11-10,1341.6000000000001,165,4,3
Germany,2011-11-11,3028.82,1598,7,4
Germany,2011-11-14,598.3799999999999,239,2,0
Germany,2011-11-15,893.4100000000002,596,2,1
Germany,2011-11-16,3612.12,2185,10,2
Germany,2011-11-17,3720.960000000001,1373,5,3
Germany,2011-11-18,1135.37,493,4,4
Germany,2011-11-20,219.0,53,1,6
Germany,2011-11-21,718.7000000000002,323,2,0
Germany,2011-11-22,1055.37,562,2,1
Germany,2011-11-23,712.0099999999999,574,3,2
Germany,2011-11-24,4244.42,1930,8,3
Germany,2011-11-25,125.22,45,1,4
Germany,2011-11-28,1409.8799999999999,685,2,0
Germany,2011-11-29,1358.86,639,4,1
Germany,2011-11-30,679.4,261,2,2
Germany,2011-12-01,695.8699999999998,247,2,3
Germany,2011-12-02,67.0,9,1,4
Germany,2011-12-04,1179.87,504,3,6
Germany,2011-12-05,284.25,154,2,0
Germany,2011-12-07,2879.2599999999984,1220,4,2
Germany,2011-12-08,1188.1999999999998,992,1,3
Germany,2011-12-09,1689.7199999999998,880,4,4
Netherlands,2010-12-01,192.60000000000002,97,1,2
Netherlands,2010-12-20,70.96000000000001,46,1,0
Netherlands,2010-12-21,8520.919999999998,6668,1,1
Netherlands,2011-01-14,10389.060000000003,8210,1,4
Netherlands,2011-01-19,7722.040000000002,6072,1,2
Netherlands,2011-01-20,305.28000000000003,288,1,3
Netherlands,2011-01-21,8060.2999999999965,5730,1,4
Netherlands,2011-01-31,134.48000000000002,117,1,0
Netherlands,2011-02-01,214.45,113,1,1
Netherlands,2011-02-08,1306.2799999999997,1126,1,1
Netherlands,2011-02-21,18279.479999999996,12208,2,0
Netherlands,2011-02-22,3211.7000000000003,2940,1,1
Netherlands,2011-03-09,444.8,277,1,2
Netherlands,2011-03-14,117.93,152,1,0
Netherlands,2011-03-22,235.71,170,1,1
Netherlands,2011-03-25,1563.5100000000002,835,2,4
Netherlands,2011-03-29,18247.5,12186,2,1
Netherlands,2011-03-30,1807.04,1208,1,2
Netherlands,2011-04-05,2284.2,1336,2,1
Netherlands,2011-04-28,692.3599999999999,432,1,3
Netherlands,2011-05-11,824.4,279,2,2
Netherlands,2011-05-12,16478.460000000006,13262,3,3
Netherlands,2011-05-18,732.4,412,1,2
Netherlands,2011-05-20,294.72,128,1,4
Netherlands,2011-05-25,1392.0,960,1,2
Netherlands,2011-05-26,8980.880000000003,4664,1,3
Netherlands,2011-05-31,483.0199999999999,231,2,1
Netherlands,2011-06-01,5422.8,2874,2,2
Netherlands,2011-06-03,419.79999999999995,329,1,4
Netherlands,2011-06-06,427.5799999999999,314,1,0
Netherlands,2011-06-09,84.0,85,1,3
Netherlands,2011-06-19,5683.06,4718,1,6
Netherlands,2011-06-20,154.67,61,1,0
Netherlands,2011-06-21,637.7199999999999,353,1,1
Netherlands,2011-06-28,14028.459999999997,11010,3,1
Netherlands,2011-07-20,26.02,10,1,2
Netherlands,2011-08-09,12498.709999999997,8182,2,1
Netherlands,2011-08-11,19150.65999999999,14730,1,3
Netherlands,2011-08-12,825.6,992,1,4
Netherlands,2011-08-23,424.8,288,1,1
Netherlands,2011-08-26,7428.039999999999,5108,2,4
Netherlands,2011-09-08,1946.6799999999998,1013,2,3
Netherlands,2011-09-09,186.56,145,1,4
Netherlands,2011-09-13,8281.119999999999,4951,1,1
Netherlands,2011-09-19,15618.279999999997,10649,2,0
Netherlands,2011-09-22,904.62,551,1,3
Netherlands,2011-10-05,91.85000000000001,4,1,2
Netherlands,2011-10-06,841.5499999999997,357,3,3
Netherlands,2011-10-07,171.93,212,1,4
Netherlands,2011-10-18,448.91999999999996,272,1,1
Netherlands,2011-10-20,25833.559999999994,18140,3,3
Netherlands,2011-10-21,3325.6199999999994,2476,3,4
Netherlands,2011-10-27,9995.220000000001,5769,3,3
Netherlands,2011-11-02,4486.909999999998,2732,3,2
Netherlands,2011-11-10,9823.119999999995,7786,3,3
Netherlands,2011-11-16,232.5,147,1,2
Netherlands,2011-11-18,166.0,34,1,4
Netherlands,2011-11-20,158.24,155,1,6
Netherlands,2011-11-22,809.6000000000001,514,2,1
Netherlands,2011-11-23,10078.640000000003,7244,3,2
Netherlands,2011-11-30,119.0,51,1,2
Netherlands,2011-12-07,11477.420000000002,7818,2,2
Netherlands,2011-12-08,250.6,140,1,3
Portugal,2010-12-03,131.8,65,1,4
Portugal,2010-12-06,129.4,53,1,0
Portugal,2010-12-08,1149.29,424,1,2
Portugal,2010-12-09,254.03,118,1,3
Portugal,2010-12-10,311.95,131,1,4
Portugal,2010-12-17,463.5,193,1,4
Portugal,2011-01-09,1100.16,641,2,6
Portugal,2011-01-18,2271.6200000000003,1216,1,1
Portugal,2011-01-26,683.93,237,1,2
Portugal,2011-02-21,973.65,454,1,0
Portugal,2011-02-28,240.25,104,1,0
Portugal,2011-03-08,1570.1900000000005,1109,1,1
Portugal,2011-03-23,247.60000000000002,125,1,2
Portugal,2011-03-24,27.0,1,1,3
Portugal,2011-03-28,400.54,217,1,0
Portugal,2011-03-31,415.52,174,1,3
Portugal,2011-04-08,481.46,370,1,4
Portugal,2011-04-13,1206.2900000000002,581,1,2
Portugal,2011-05-12,1160.5500000000002,312,2,3
Portugal,2011-05-23,3041.6800000000003,3,3,0
Portugal,2011-06-07,243.2,146,1,1
Portugal,2011-06-08,151.95000000000002,55,1,2
Portugal,2011-06-15,489.31,220,1,2
Portugal,2011-07-13,1452.1999999999998,979,2,2
Portugal,2011-07-20,835.6500000000001,457,1,2
Portugal,2011-08-15,1221.3999999999999,1026,1,0
Portugal,2011-09-02,316.99999999999994,227,1,4
Portugal,2011-09-22,777.1999999999999,496,1,3
Portugal,2011-09-25,339.0199999999999,176,1,6
Portugal,2011-10-06,1730.7699999999995,1123,2,3
Portugal,2011-10-11,892.4700000000004,556,1,1
Portugal,2011-10-13,1319.0099999999995,884,1,3
Portugal,2011-10-14,642.01,215,1,4
Portugal,2011-10-17,1165.45,367,3,0
Portugal,2011-10-19,149.75,5,1,2
Portugal,2011-10-25,307.21000000000004,136,1,1
Portugal,2011-11-03,202.29999999999998,80,1,3
Portugal,2011-11-07,222.26,89,1,0
Portugal,2011-11-11,305.3,166,1,4
Portugal,2011-11-14,511.0900000000001,225,2,0
Portugal,2011-11-17,58.349999999999994,5,1,3
Portugal,2011-11-21,430.4800000000001,68,1,0
Portugal,2011-11-24,859.1200000000001,458,2,3
Portugal,2011-11-30,56.0,2,1,2
Portugal,2011-12-02,1436.9300000000005,1032,1,4
Portugal,2011-12-05,252.24999999999997,128,1,0
Portugal,2011-12-06,718.4300000000002,267,1,1
Portugal,2011-12-07,400.58000000000004,142,1,2
Spain,2010-12-03,620.0,400,1,4
Spain,2010-12-09,174.72000000000006,67,1,3
Spain,2010-12-13,881.0099999999999,300,1,0
Spain,2010-12-17,168.0,100,1,4
Spain,2011-01-07,1138.6700000000005,630,1,4
Spain,2011-01-10,1715.8500000000004,643,1,0
Spain,2011-01-11,4564.299999999999,1483,2,1
Spain,2011-01-18,681.0500000000001,294,1,1
Spain,2011-01-19,112.92000000000002,48,1,2
Spain,2011-01-24,157.45000000000002,104,1,0
Spain,2011-01-27,1715.8499999999997,643,1,3
Spain,2011-02-01,288.98,193,1,1
Spain,2011-02-03,617.25,171,1,3
Spain,2011-02-09,762.1099999999999,287,1,2
Spain,2011-02-14,446.15999999999997,219,1,0
Spain,2011-03-04,471.79999999999995,397,2,4
Spain,2011-03-16,1218.9500000000003,405,2,2
Spain,2011-03-22,1085.99,335,1,1
Spain,2011-03-24,1140.7599999999998,512,1,3
Spain,2011-03-25,628.15,346,1,4
Spain,2011-03-28,817.5,550,1,0
Spain,2011-04-11,269.95,156,1,0
Spain,2011-04-21,1079.4,530,1,3
Spain,2011-04-28,436.29999999999995,267,1,3
Spain,2011-05-04,1380.1099999999997,747,1,2
Spain,2011-05-06,522.6,88,1,4
Spain,2011-05-26,48.4,25,1,3
Spain,2011-05-31,1306.49,608,1,1
Spain,2011-06-03,264.40000000000003,107,1,4
Spain,2011-06-06,357.98999999999995,173,1,0
Spain,2011-06-09,912.6599999999999,445,1,3
Spain,2011-06-16,1137.99,424,1,3
Spain,2011-06-19,564.9699999999999,340,3,6
Spain,2011-06-26,95.19999999999999,49,1,6
Spain,2011-07-04,4146.34,1506,1,0
Spain,2011-07-06,230.5,167,2,2
Spain,2011-07-07,463.37,227,2,3
Spain,2011-07-11,312.89999999999986,166,1,0
Spain,2011-07-20,301.52,59,1,2
Spain,2011-07-25,1358.3900000000006,649,1,0
Spain,2011-07-28,811.9,664,1,3
Spain,2011-08-04,867.4300000000001,185,2,3
Spain,2011-08-16,200.2400000000001,82,2,1
Spain,2011-08-17,231.76,158,1,2
Spain,2011-08-21,13.25,3,1,6
Spain,2011-08-24,509.34000000000003,317,1,2
Spain,2011-08-28,1246.4899999999996,800,1,6
Spain,2011-08-31,278.40000000000003,55,2,2
Spain,2011-09-05,1092.35,234,1,0
Spain,2011-09-08,459.98999999999995,243,1,3
Spain,2011-09-19,971.6499999999997,565,1,0
Spain,2011-09-21,964.8299999999994,569,1,2
Spain,2011-09-23,1037.68,572,2,4
Spain,2011-09-25,372.24,177,1,6
Spain,2011-09-27,290.49999999999994,323,1,1
Spain,2011-10-07,422.79999999999995,227,1,4
Spain,2011-10-14,3528.34,1006,1,4
Spain,2011-10-18,1019.4699999999999,724,1,1
Spain,2011-10-19,348.32,318,1,2
Spain,2011-10-20,290.8099999999999,192,1,3
Spain,2011-10-24,401.3,158,1,0
Spain,2011-10-26,449.4500000000001,243,1,2
Spain,2011-10-30,2176.4500000000016,1484,1,6
Spain,2011-11-03,372.7,136,1,3
Spain,2011-11-04,738.57,327,1,4
Spain,2011-11-07,140.0,5,1,0
Spain,2011-11-08,573.7099999999998,239,1,1
Spain,2011-11-10,808.9899999999998,452,2,3
Spain,2011-11-17,1184.0600000000002,508,2,3
Spain,2011-11-20,1094.23,477,2,6
Spain,2011-11-21,427.48,249,1,0
Spain,2011-11-23,2990.0,920,1,2
Spain,2011-11-24,178.48,77,1,3
Spain,2011-11-29,170.7400000000001,117,1,1
Spain,2011-12-06,172.06,182,1,1
Spain,2011-12-07,144.14999999999998,92,1,2
Switzerland,2010-12-03,303.4,110,1,4
Switzerland,2010-12-20,1001.5199999999996,604,1,0
Switzerland,2011-01-19,3604.6299999999997,2653,2,2
Switzerland,2011-01-28,626.6,340,1,4
Switzerland,2011-02-04,693.3299999999999,211,2,4
Switzerland,2011-02-24,1340.3199999999997,560,1,3
Switzerland,2011-02-25,179.35,66,1,4
Switzerland,2011-02-28,441.91999999999996,270,1,0
Switzerland,2011-03-09,439.28,314,1,2
Switzerland,2011-03-25,490.7800000000001,227,1,4
Switzerland,2011-03-30,940.1700000000001,445,1,2
Switzerland,2011-04-14,669.25,196,1,3
Switzerland,2011-04-15,219.0,101,1,4
Switzerland,2011-04-20,179.0,100,1,2
Switzerland,2011-04-21,1009.6899999999997,489,1,3
Switzerland,2011-05-05,2388.31,1771,1,3
Switzerland,2011-05-09,315.3,114,1,0
Switzerland,2011-05-31,906.3999999999999,364,1,1
Switzerland,2011-06-08,612.6800000000001,245,1,2
Switzerland,2011-06-10,6207.079999999999,3142,1,4
Switzerland,2011-06-24,417.36,175,1,4
Switzerland,2011-06-26,667.0299999999999,408,1,6
Switzerland,2011-07-01,360.8,152,1,4
Switzerland,2011-07-08,626.8800000000001,282,1,4
Switzerland,2011-07-17,235.9599999999999,213,1,6
Switzerland,2011-07-25,856.0,411,1,0
Switzerland,2011-07-26,593.7399999999998,142,1,1
Switzerland,2011-07-31,1325.2299999999998,628,1,6
Switzerland,2011-08-02,4008.6200000000013,2529,1,1
Switzerland,2011-08-10,292.69,62,1,2
Switzerland,2011-08-19,668.5799999999997,407,1,4
Switzerland,2011-09-06,200.0,5,1,1
Switzerland,2011-09-14,743.28,376,1,2
Switzerland,2011-09-15,160.0,4,1,3
Switzerland,2011-09-21,4.95,1,1,2
Switzerland,2011-09-22,4860.640000000001,2408,1,3
Switzerland,2011-09-28,1810.5100000000004,1225,1,2
Switzerland,2011-09-29,505.4800000000001,236,1,3
Switzerland,2011-10-05,2539.5599999999995,1650,1,2
Switzerland,2011-10-11,1527.9600000000003,582,1,1
Switzerland,2011-10-12,676.3700000000001,337,1,2
Switzerland,2011-10-25,1635.6599999999999,1394,1,1
Switzerland,2011-10-26,1275.6400000000003,569,2,2
Switzerland,2011-10-28,409.98999999999995,334,2,4
Switzerland,2011-11-06,6207.669999999996,2708,1,6
Switzerland,2011-11-11,292.58,64,1,4
Switzerland,2011-11-18,925.64,669,1,4
Switzerland,2011-11-23,430.57000000000005,185,2,2
Switzerland,2011-11-29,262.5,151,1,1
